,title,contents
130,그림 그리고 싶은,하얀 종이 위에다 아빠 얼굴 그려 보고 하얀 종이 위에다 엄마 얼굴 그려 보네 나를 위해 고생하신 부모님의 깊은 사랑 그림 그리고 싶은 제일 먼저 그려 봅니다 그림 그리고 싶은 제일 먼저 그려 봅니다 하얀 종이 위에다 학교 교정 그려 보고 하얀 종이 위에다 선생님을 얼굴 그려 보네 나를 위해 수고하신 선생님의 고마움을 그림 그리고 싶은 제일 먼저 그려 봅니다 그림 그리고 싶은 제일 먼저 그려 봅니다
131,아기,엄마가 그늘에 따러 가면 아기가 혼자 남아 집을 보다가 바다가 들려주는 자장노래에 베고 스르르르 잠이 듭니다 아기는 잠을 곤히 자고 있지만 갈매기 울음소리 맘이 설레어 바구니 머리에 이고 엄마는 모랫길을 달려옵니다
132,나뭇잎배,낮에 놀다 두고 나뭇잎배는 엄마 곁에 누워도 생각이 나요 푸른 달과 구름 둥실 떠가는 연못에서 사알살 떠다니겠지 연못에다 띄워 나뭇잎배는 엄마 곁에 누워도 생각이 나요 살랑살랑 바람에 소곤거리는 갈잎 새를 혼자서 떠다니겠지
133,스승의 은혜,스승의 은혜는 하늘 같아서 우러러 볼수록 높아만 지네 참되거라 바르거라 가르쳐주신 스승은 마음의 어버이시다 고마워라 스승의 사랑 보답하리 스승의 은혜 태산같이 무거운 스승의 사랑 떠나면은 잊기 쉬운 스승의 은혜 어디간들 언제인들 잊사오리까 마음을 길러주신 스승의 은혜 고마워라 스승의 사랑 보답하리 스승의 은혜 바다보다 깊은 스승의 사랑 갚을 길은 오직 하나 살아생전에 가르치신 교훈 마음에 새겨 나라 위해 겨레 위해 일하오리다 고마워라 스승의 사랑 보답하리 스승의 은혜
134,여름 냇가,파란 물속에서 보는 하늘은 요술 도화지 솜털 구름 울퉁불퉁 기차 바퀴되어 굴러가네요 물고기와 함께 놀다 냇가 그늘에 누워보는 여름 엄마가 부르는 소리에 숨어 따뜻한 돌에 귀를 대면은 욜랑욜랑 바람이 찾아와 겨드랑이를 간질어피고 누나가 다니는 학교 풍금 소리에 스르르 낮잠이 듭니다
135,나무를 심자,산하고 하늘하고 누가누가 푸른가 산하고 하늘하고 누가누가 푸른가 내기해봐라 내기해봐라 나무를 심어줄게 나무를 심어줄게 산아 산아 이겨라 파레라 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 들하고 바다하고 누가누가 푸른가 들하고 바다하고 누가누가 푸른가 내기해봐라 내기해봐라 나무를 심어줄게 나무를 심어줄게 산아 산아 이겨라 파레라 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이 요룰레이
136,종이접기,색종이를 곱게 접어서 물감으로 예쁘게 색칠하고 알록달록 오색실 꼬리 달아 비행기를 만들자 솔솔 바람 부는 뒷동산에 동네 친구 모두 모여서 파란 하늘 향해 날리면 새처럼 날아간다 하늘 끝까지 날아라 높이 높이 도화지를 곱게 접어서 색연필로 예쁘게 색칠하고 노랑 파랑 은행잎 돛대 달아 종이배를 만들자 졸졸 노래하는 시냇가에 동네 친구 모두 모여서 파란 시냇물에 띄우면 따라 흘러간다 동해바다까지 흘러라 멀리 멀리
137,초록 바다,초록빛 바닷물에 손을 담그면 초록빛 바닷물에 손을 담그면 파란 하늘빛 물이 들지요 어여쁜 초록빛 손이 되지요 초록빛 여울물에 두발을 담그면 물결이 살랑 어루만져요 물결이 살랑 어루만져요
138,나팔 불어요,해님이 방긋 웃는 이른 아침에 나팔꽃 아가씨 나팔 불어요 잠꾸러기 그만 자고 일어나라고 나팔꽃이 또또따따 나팔 불어요 나팔꽃 아가씨는 늦잠도 없지 아침마다 일찍 깨서 나팔 불어요 잠꾸러기 어서어서 일어나라고 나팔꽃이 또또 따따 나팔 불어요
139,뽀뽀뽀,아빠가 출근할 뽀뽀뽀 엄마가 안아줘도 뽀뽀뽀 만나면 반갑다고 뽀뽀뽀 헤어질 만나요 뽀뽀뽀 우리는 귀염둥이 뽀뽀뽀 친구 뽀뽀뽀 뽀뽀뽀 뽀뽀뽀 친구
140,꿀벌의 여행,윙윙 거칠고 험한 산을 날아가지요 윙윙 머나먼 나라까지 꽃을 찾아서 윙윙 조그만 날개 고단하여 너무 지쳤지마는 쉬지 않고 날아가지요 윙윙 거칠고 험한 산을 날아가지요 윙윙 머나먼 나라까지 꽃을 찾아서
141,훌랄라 폴카,모두 모여라 손목을 잡고 흥겹게 모두 춤을 추자 훌랄라랄라 훌랄라랄라 훌랄라랄라 랄랄라 동산에 해님 솟아오르면 숲속에 새가 노래하네 훌랄라랄라 훌랄라랄라 훌랄라랄라 랄랄라
142,허수아비 아저씨,하루 종일 우뚝 있는 성난 허수아비 아저씨 아이 무서워 새들이 날아갑니다 하루 종일 우뚝 있는 성난 허수아비 아저씨 하루 종일 참고 있는 착한 허수아비 아저씨 조심하세요 모자가 벗겨지겠네 하루 종일 참고 있는 착한 허수아비 아저씨
143,연날리기,에헤야 디야 바람 분다 연을 날려 보자 에헤야 디야 잘도 난다 하늘 높이 난다 무지개 옷을 입고 하늘에 꼬리를 흔들며 모두 어울려서 친구 된다 두둥실 춤을 춘다 에헤야 디야 바람 분다 연을 날려 보자 에헤야 디야 잘도 난다 우리의 꿈을 싣고
144,구름,미루나무 꼭대기에 조각구름 걸려있네 솔바람이 몰고 와서 살짝 걸쳐놓고 갔어요 뭉게구름 구름은 마음씨가 좋은가 솔바람이 부는 대로 어디든지 흘러 간대요
145,종이배,흐르는 시냇물에 종이배를 띄우면 흐르는 냇물 따라 마음도 흐른다 흘러가는 종이배 마음 싣고 작은 바위 사이로 흘러가거라 흐르는 시냇물에 종이배를 띄우면 흐르는 냇물 따라 마음도 흐른다
146,가보고 싶다,진달래 동산에서 즐겁게 놀다가 살며시 눈을 감고 너의 모습 그린다 낙동강 강가에 오고 싶지 압록강 두만강에 가고 싶다 햇볕이 쨍쨍 째는 무더운 여름날 송사리 잡으면서 깜둥이가 되자 단풍잎 곱게 물든 가을 언덕에서 동화책 펼쳐놓고 너의 모습 그린다 한라산 설악산이 보고 싶지 백두산 금강산이 보고 싶다 눈이 오는 날엔 눈을 맞으며 손을 마주 잡고 기쁜 노래 부르자
147,소낙비 친구,개나리 노란 뚝뚝 떨어지던 수업 종소리와 함께 쏟아지던 소낙비 친구들 하나둘 엄마와 집으로 가고 마음 기다림은 운동장 가만히 서서 그치기 기다릴 환한 웃음으로 다가와 우산 전해 주던 그렇게 우린 친구가 됐어 언제나 함께 하는 소낙비 친구
148,바람개비,파란 색종이 위에 무지갯빛 색칠하고 곱게 접어서 만든 아주 예쁜 바람개비 빙글빙글 빙글빙글 빙그르르 손으로 돌려보고 빙글빙글 빙글빙글 빙그르르 골목길 달려간다 빙글 빙그르 도는 무지갯빛 날개 위로 우리 고운 달고 빙글빙글 돌아간다 노란 색종이 위에 오색나비 색칠하고 곱게 접어서 만든 아주 예쁜 바람개비 빙글빙글 빙글빙글 빙그르르 입으로 불어보고 빙글빙글 빙글빙글 빙그르르 파란 달려간다 빙글 빙그르 도는 오색빛깔 날개 위로 우리 고운 달고 빙글빙글 돌아간다
149,종달새의 하루,하늘에서 굽어보면 보리밭이 좋아 보여 종달새가 쏜살같이 내려옵니다 비비배배 거리며 오르락 내리락 오르락 내리락하다 하루해가 집니다 밭에서 쳐다보면 하늘이 좋아 보여 다시 쏜살같이 솟구칩니다 비비배배 거리며 오르락 내리락 오르락 내리락하다 하루해가 집니다
150,가끔은,가끔은 하늘 보고 노래하면 마음 밝아지지요 가끔은 들로 나가 꽃을 보면 나에게 미소 주지요 푸른 하늘이 새들 날갯짓이 얼마나 부드러운지 연두 빛깔이 작은 잎새들이 얼마나 예쁜지를 가끔은 하늘 보고 묻는 것은 나에게 기쁨이지요 가끔은 들로 나가 찾는 것도 나에겐 꿈을 주지요 가끔은 오솔길을 걷노라면 마음 맑아지지요 가끔은 휘파람을 불어 보면 마음 환해지지요 산길 풀내음 냇물 소리 졸졸 얼마나 싱그러운지 방울새 노래 솔바람 소리가 얼마나 고운지를 가끔은 하늘 보고 묻는 것은 나에게 기쁨이지요 가끔은 오솔길을 걸어 보면 마음 노래하지요
151,아이들이 그리는 세상,하얀 도화지에 나는 그려요 어른들이 잃어버린 아름다운 세상을 하얀 도화지에 나는 그려요 웃으면서 남을 돕고 진심으로 사랑하는 무지개보다 아름다운 그런 멋진 세상을
152,바닷가에서,해당화가 곱게 바닷가에서 혼자 걷노라면 수평선 멀리 갈매기 한두 쌍이 가물거리네 물결마저 잔잔한 바닷가에서 저녁놀 물드는 바닷가에서 조개를 잡노라면 수평선 멀리 파란 바닷물은 꽃무늬 지네 모래마저 같은 바닷가에서
153,산딸기,잎새 뒤에 숨어 숨어 익은 산딸기 지나가던 나그네가 보았습니다 딸까 말까 망설이다 그냥 갑니다 잎새 뒤에 몰래몰래 익은 산딸기 귀엽고도 탐스러운 산딸기를 차마 차마 따가고 그냥 갑니다
154,자장가,잘자라 우리 아가 앞뜰과 뒷동산에 새들도 아가 양도 다들 자는데 달님은 영창으로 은구슬 금구슬을 보내는 자라 우리 아가 자거라 누리는 고요히 잠들고 선반에 생쥐도 다들 자는데 뒷방서 들려오는 재미난 이야기만 적막을 깨치네 잘자라 우리 아가 자거라
155,고향 생각,해는 져서 어두운데 찾아오는 사람 없어 밝은 달만 쳐다보니 외롭기 한이 없다 동무 어디 두고 홀로 앉아서 이일 저일을 생각하니 눈물만 흐른다 고향 하늘 쳐다보니 떨기만 반짝거려 마음 없는 별을 보고 전해 무엇하랴 달도 서쪽 산을 넘어가건만 단잠 이뤄 애를 쓰니 밤을 어찌해
156,소풍,시원한 바람이 불어오면 우리는 산으로 놀러 가죠 하늘은 드높고 우리는 즐겁다 꽃들이 웃으며 반겨주네 졸졸졸 산골짝 시냇물이 노래를 부르며 흘러가죠 하늘은 푸르고 우리는 즐겁다 새들도 노래로 반겨주네
157,화가,맑게 개인 공원에서 턱수염 화가 아저씨 나비가 훨훨 날아가고 꽃들이 웃고 있는 모습을 랄랄랄랄랄라 랄랄랄랄랄라 콧노래를 불러가며 아주 예쁘고 그리고 있었어요 맑고 푸른 동심을
158,기차를 타고,기차 타고 신나게 달려가 보자 높은 산도 지나고 넓은 들도 지나고 푸른 산을 지날 산새를 찾고 넓은 바다 지날 물새와 놀고 설레임을 가득 안고 달려가 보자 새로운 세상이 자꾸자꾸 보인다 기차 타고 신나게 달려가 보자 높은 산도 지나고 넓은 들도 지나고 따뜻한 마음을 서로 나누면 처음 만난 사람도 정다운 이웃 즐거움을 가득 안고 달려가 보자 아름다운 세상이 자꾸자꾸 보인다
159,이렇게 살아가래요,나비 등을 타고 꽃밭에 갔더니 내게 꽃처럼 살아가래요 산새 등을 타고 숲속에 갔더니 내게 산처럼 살아가래요 그윽한 향기 뿌리고 방긋이 웃음 띄우며 무겁게 앉아 멀리 바라보고 푸르게 살아가래요 나비 등을 타고 꽃밭에 갔더니 내게 꽃처럼 살아가래요 산새 등을 타고 숲속에 갔더니 내게 산처럼 살아가래요 랄랄라라 랄라 랄랄라라 랄라 랄라 랄랄라랄랄라라라
160,닮았대요,엄마하고 손목 잡고 같이 걸으면 사람들이 나를 보고 엄마 닮았대 까만 머루눈 눈이 닮았대 볼의 볼우물도 엄마 닮았대 아빠하고 손목 잡고 같이 걸으면 사람들이 나를 보고 아빠 닮았대 우뚝 솟은 높은 코가 닮았대 곱슬곱슬 머리도 아빠 닮았대 엄마하고 손목 잡고 같이 걸으면 사람들이 나를 보고 엄마 닮았대 까만 머루눈 눈이 닮았대 볼의 볼우물도 엄마 닮았대
161,참새,아침 이슬 몰래 촉촉 내려 잎사귀 반짝 비칠 처마 참새들 모여서 노래해 랄라라 랄라라 랄라라 랄라 랄라라 랄라라 랄라라라 밝은 해가 둥실 솟아오른 맑고 맑은 여름 아침
162,정말 잘한다,짝짜꿍 짝짜꿍 엄마 앞에서 짝짜꿍 짝짜꿍 짝짜꿍 아빠 앞에서 짝짜꿍 우리 아기 잘한다 우리 아기 잘한다 짝짜꿍 짝짜꿍 정말 한다 짝짜꿍 짝짜꿍 언니 앞에서 짝짜꿍 짝짜꿍 짝짜꿍 오빠 앞에서 짝짜꿍 우리 아기 잘한다 우리 아기 잘한다 짝짜꿍 짝짜꿍 정말 한다
163,복남이네 어린아이,복남이네 어린아이 감기 걸렸네 복남이네 어린아이 감기 걸렸네 복남이네 어린아이 감기 걸렸네 같이 찾아가서 위로합시다
164,설날,까치까치 설날은 어저께고요 우리 우리 설날은 오늘이래요 곱고 고운 댕기도 내가 드리고 새로 신발도 내가 신어요 우리 언니 저고리 노랑 저고리 우리 동생 저고리 색동저고리 아버지와 어머니 호사하시고 우리들의 받기 좋아하세요
165,작은,반짝 반짝 작은 아름답게 비치네 동쪽 하늘에서도 서쪽 하늘에서도 반짝 반짝 작은 아름답게 비치네
166,오른발 왼발,왼발 오른발 뛰어라 왼발 오른발 뛰어라 돌아서 돌아서 앉았다 일어나 돌아서 돌아서 앉았다 일어나 왼발 오른발 뛰어라 왼발 오른발 뛰어라 돌아서 돌아서 악수하세요 돌아서 돌아서 인사합시다
167,공놀이,하나 노래 맞추어 다섯 여섯 일고여덟 공을 굴리면 우리들의 꿈처럼 튀어 오르면 즐겁고 재미있는 공놀이 하나 힘을 모아서 다섯 여섯 일고여덟 공을 굴리면 우리들의 꿈처럼 앞으로 나가는 즐겁고 재미있는 공놀이
169,자전거,따르릉 따르릉 비켜나세요 자전거가 나갑니다 따르르릉 저기 가는 사람 조심하세요 어물어물하다가는 큰일 납니다 따르릉 따르릉 자전거는 아버지 장에 갔다 돌아오시면 꼬부랑 꼬부랑 고개를 넘어 비탈길로 주르르르 타고 온다오
170,코끼리와 거미줄,마리 코끼리가 거미줄에 걸렸네 신나게 그네를 탔다네 너무너무 재미가 좋아 좋아 랄랄라 다른 친구 코끼리를 불렀네 마리 코끼리가 거미줄에 걸렸네 신나게 그네를 탔다네 너무너무 재미가 좋아 좋아 랄랄라 다른 친구 코끼리를 불렀네 마리 코끼리가 거미줄에 걸렸네 신나게 그네를 탔다네 너무너무 재미가 좋아 좋아 랄랄라 다른 친구 코끼리를 불렀네 마리 코끼리가 거미줄에 걸렸네 신나게 그네를 탔다네 너무너무 재미가 좋아 좋아 랄랄라 다른 친구 코끼리를 불렀네 다섯 마리 코끼리가 거미줄에 걸렸네 신나게 그네를 탔다네 너무 많은 코끼리가 올라올라 랄랄라 그만 그만 하고 끊어졌대요
171,고기잡이,고기를 잡으러 바다로 갈까나 고기를 잡으러 강으로 갈까나 병에 가득히 넣어 가지고서 라라라라 라라라라 온다나 선생님 모시고 가고 싶지마는 하는 있나요 우리만 가야지 하는 있나요 우리만 가야지 라라라라 라라라라 간다나 솨솨솨 쉬쉬쉬 고기를 몰아서 어여쁜 병에 가득히 차면은 선생님한테로 가지고 온다나 라라라라 라라라라 굿바이
172,아빠의 얼굴,어젯밤 꿈속에 나는 나는 날개 달고 구름보다 높이 올라 올라갔지요 무지개 동산에서 놀고 있을 이리저리 나를 찾는 아빠의 얼굴 무지개 동산에서 놀고 있을 이리저리 나를 찾는 아빠의 얼굴 푸른 벌판에 나는 나는 말을 타고 바람보다 빨리 달려 달려갔지요 어린이 동산에서 놀고 있을 이리저리 나를 찾는 아빠의 얼굴 어린이 동산에서 놀고 있을 이리저리 나를 찾는 아빠의 얼굴
173,따오기,보일 듯이 보일 듯이 보이지 않는 따옥 따옥 따옥 소리 처량한 소리 떠나가면 가는 곳이 어디메이뇨 어머니 가신 나라 돋는 나라 잡힐 듯이 잡힐 듯이 잡히지 않는 따옥 따옥 따옥 소리 처량한 소리 떠나가면 가는 곳이 어디메이뇨 아버지 가신 나라 돋는 나라
174,아리랑,아리랑 아리랑 아라리요 아리랑 고개로 넘어간다 나를 버리고 가시는 님은 십리도 가서 발병 난다
175,섬마을,노을이 젖어 드는 둥근 섬마을 물결 파도 위에 갈매기 날고 노을 실은 고깃배가 오색실 달아 뚜뚜뚜와 고동 소리 크게 울린다 에헤야 기를 올려라 에헤 에헤 에헤야 노를 잡아라 에헤야 돛을 내려라 에헤 에헤 에헤야 닻을 매어라
176,메기의추억,옛날의 금잔디 동산에 메기 같이 앉아서 놀던 물레방아소리 들린다 메기 사랑하는 메기야 동산수풀은 우거지고 장미화는 피어 만발하였다 물레방아 소리 그쳤다 메기 사랑하는 메기야
177,오빠 생각,뜸뿍 뜸뿍 뜸뿍새 논에서 울고 뻐꾹 뻐꾹 뻐꾹새 숲에서 울재 우리 오빠 타고 서울 가시면 비단 구두 사가지고 오신다더니 기럭기럭 기러기 북에서 오고 귀뚤귀뚤 귀뚜라미 슬피 울건만 서울 가신 오빠는 소식도 없고 나뭇잎만 우수수 떨어집니다
178,아빠 사랑해요,밤하늘 별빛 반짝일 때면 문득 생각이 나요 내가 힘이 손잡아주시던 따스한 손길이 아무 하지는 않아도 눈빛 속에서 느껴져요 나를 사랑하시는 마음이 자꾸자꾸 생각나 같아요 밤하늘을 보던 나의 속에 별빛이 흔들려요 이젠 나도 알죠 아빠 마음을 아빠 사랑해요
179,산마루에서,산마루에서 외쳐보자 야호 야호 야하호 나무들이 노래한다 야호 야호 야하호 새소리 물소리가 골짜기에 차고 바람에 푸른 잎이 깃발이 되네 산마루에서 외쳐보자 야호 야호 야하호 나무들이 노래한다 야호 야호 야하호
180,푸르다,푸른 푸른 푸른 산은 아름답구나 푸른 허리에는 구름도 많다 토끼 구름 나비 구름 짝을 지어서 딸랑딸랑 구름 마차 끌고 갑니다 푸른 푸른 푸른 산은 아름답구나 푸른 그늘아래는 서늘도 하다 어깨동무 내동무들 짝을 지어서 매앰매앰 매미소리 찾아갑니다
181,시장잔치,수박 수박이 나왔어요 시원한 수박이 뚱뚱해요 참외 참외가 나왔어요 샛노란 참외가 꿀맛이에요 내일은 사요 빨리빨리 사가세요 내일은 사요 떨어 집니다 호박 호박이 나왔어요 못생긴 호박이 맛있데요 오이 오이가 나왔어요 날씬한 오이가 멋쟁이예요 내일은 사요 빨리빨리 사가세요 내일은 사요 다떨어 집니다
182,동네 바퀴,같이 돌자 동네 바퀴 아침 일찍 일어나 동네 바퀴 우리 보고 나팔꽃 인사 합니다 우리도 인사하며 동네 바퀴 바둑이도 같이 돌자 동네 바퀴
183,햇볕은 쨍쨍,햇볕은 쨍쨍 모래알은 반짝 모래알로 떡해 놓고 조약돌로 소반 지어 언니 누나 모셔다가 맛있게도 냠냠 햇볕은 쨍쨍 모래알은 반짝 호미 들고 괭이 메고 뻗어가는 메를 캐어 엄마 아빠 모셔다가 맛있게도 냠냠
184,강아지,우리 강아지는 복실 강아지 어머니가 빨래 가면 멍멍멍 졸랑졸랑 따라가며 멍멍멍 우리 강아지는 예쁜 강아지 학교 갔다 돌아오면 멍멍멍 꼬리 치고 반갑다고 멍멍멍
185,아름다운 베르네 산골,아름다운 베르네 맑은 시냇물이 넘쳐흐르네 새빨간 알핀로제스 이슬 먹고 피어있는 다스 오버 렌야 오버랜 베르네산골 아름답구나 다스 오버 렌야 오버렌 나의 사랑 베르네 후디리리요 후디리리 후디리리요 후디리리 후디리리요 후디리리 후디리리요 후디리리 아름다운 베르네 맑은 시냇물이 넘쳐 흐르네 새하얀 에델바이스 청초하게 피어있는 다스 오버 렌야 오버랜 베르네산골 아름답구나 다스 오버 렌야 오버렌 나의 사랑 베르네 후디리리요 후디리리 후디리리요 후디리리 후디리리요 후디리리 후디리리요 후디리리
186,동물흉내,오리는 꽉꽉 오리는 꽉꽉 염소 음매 염소 음매 돼지는 꿀꿀 돼지는 꿀꿀 소는 음매 소는 음매
187,돌다리,누가 누가 놓았나 조그만 돌다리 깡충깡충 건너는 징검다리 언제 언제 놓았나 고마운 돌다리 바둑이도 건너는 징검다리
188,안마를 합시다,좜좜좜좜 찌개찌게찌 좜좜좜좜 찌게찌게찌 어깨춤을 추면서 흔들며 모이자 앞사람을 안마합시다 쿵쿵 치자 가볍게 쿵쿵 치자 가볍게 쿵쿵쿵쿵 살살살살 쿵쿵쿵쿵쿵 쿵쿵쿵쿵 살살살살 다시
189,고드름,고드름 고드름 수정 고드름 고드름 따다가 발을 엮어서 각시 영창에 달아놓아요 각시님 각시님 안녕하셔요 낮에는 햇님이 문안 오시고 밤에는 달님이 놀러 오시네 고드름 고드름 녹지 말아요 각시님 방안에 바람 들면 시려 시려 감기 드실라
190,태극기,태극기가 바람에 펄럭입니다 하늘 높이 아름답게 펄럭입니다 태극기가 힘차게 펄럭입니다 마을마다 집집마다 펄럭입니다
191,금강산,금강산 찾아가자 일만이천 볼수록 아름답고 신기하구나 따라 고운 갈아입는 이름도 아름다워 금강이라네 금강이라네 금강산 보고 싶다 다시 맑은 굽이쳐 폭포 이루고 갖가지 옛이야기 가득 지닌 이름도 찬란하여 금강이라네 금강이라네
192,꼬마 눈사람,한겨울에 밀짚모자 꼬마 눈사람 눈썹이 우습구나 코도 삐뚤고 거울을 보여줄까 꼬마 눈사람 하루종일 우두커니 꼬마 눈사람 무엇을 생각하고 혼자 섰느냐 집으로 들여갈까 꼬마 눈사람
193,모두 뛰놀자,모두다 홉홉홉 뛰어라 모두다 훨훨훨 날아라 모두다 동동동 굴러라 모두다 빙빙빙 돌아라 와와와와와 와와와와와와 모두다 홉홉홉 뛰어라 모두다 훨훨훨 날아라 모두다 동동동 굴러라 모두다 빙빙빙 돌아라
194,가위 바위,아침 바람 찬바람에 울고 가는 기러기 우리 선생 계실 적에 엽서 붙여서 구리구리 멍텅구리 가위 바위
195,빙빙 돌아라,손을 잡고 왼쪽으로 빙빙 돌아라 손을 잡고 오른쪽으로 빙빙 돌아라 뒤로 살짝 물러났다 앞으로 다시 들어가 손뼉 치며 빙빙 돌아라
196,우리 모두 같이,우리 모두 같이 손뼉을 우리 모두 같이 손뼉을 우리 모두 같이 즐겁게 노래해 우리 모두 같이 손뼉을 우리 모두 같이 굴러 우리 모두 같이 굴러 우리 모두 같이 즐겁게 노래해 우리 모두 같이 굴러 우리 모두 같이 인사를 우리 모두 같이 인사를 우리 모두 같이 즐겁게 노래해 우리 모두 같이 인사를
197,나의 하루,아침 햇빛 밝아오는 이른 아침에 모아 하루 일을 생각합니다 학교에서 동무들과 사이좋게 공부 잘하고 집에 오면 심부름도 잘한답니다 저녁노을 아름답게 놓을 때면 하루 일을 재미나게 얘기합니다 아빠 엄마 집안일 두루두루 돌봐주시고 나는 나는 내일 공부 예습합니다
198,할미꽃,뒷동산에 할미꽃 꼬부라진 할미꽃 젊어서도 할미꽃 늙어서도 할미꽃 하하하하 우섭다 졸고 있는 할미꽃 아지랑이 속에서 무슨 꿈을 꾸실까 뒷동산에 할미꽃 꼬부라진 할미꽃 젊어서도 할미꽃 늙어서도 할미꽃
199,내가 제일 좋아하는,몇천 번을 불러도 부르고 싶은 내가 제일 좋아하는 그런 말이 하나 있죠 어머니를 부를 때마다 다가선 어머니 얼굴 나에게 사랑으로 가르치시네 몇천 번을 불러도 부르고 싶은 내가 제일 좋아하는 어머니 어머니
200,귀뚜라미 우는,귀뚜라미가 또르르 우는 달밤에 멀리 떠나간 동무가 그리워져요 정답게 손잡고 뛰놀던 동무 그곳에 지금도 귀뚜리 울고 있을까 귀뚜라미가 또르르 우는 달밤에 만나고 싶은 동무께 편지나 쓰자 즐겁게 뛰놀던 지난날이 여기 동무 지금도 생각하고 있을까
201,할아버지 시계,길고 커다란 마루 시계는 우리 할아버지 시계 전에 할아버지 태어나던 아침에 받은 시계란다 언제나 정답게 흔들어주던 시계 할아버지의 옛날 시계 이젠 가질 않네 가지를 않네 동안 쉬잖고 똑딱똑딱 할아버지와 함께 똑딱똑딱 이젠 가질 않네 가지를 않네
202,고향,고향 땅이 여기서 얼마나 되나 푸른 하늘 끝닿은 저기가 거긴가 아카시아 꽃이 바람에 날리니 고향에도 지금쯤 뻐꾹새 울겠네 고개 너머 고개 아득한 고향 저녁마다 놀지는 저기가 거긴가 저무는 논길로 휘파람 불면서 아이들도 지금쯤 몰고 오겠네
204,가을,가을 산에 올라가 단풍잎을 모으자 동화책 갈피마다 가득히 가을 길로 나가자 은행잎을 모으자 그림책 갈피마다 가득히 라시도레미파미 레도시라솔라시 라시도레미파미레 도시라
205,봄을 그리는 색연필,파란 남청 색연필로 파란 하늘 그리고 하양 초록 색연필로 정성 들여 칠하면 토끼 구름 솜구름 위에 피어나고 졸졸졸 흘러가는 골짜기 맑은 냇물 보리밭 푸른 물결 출렁이는 도화지에 종달새 날아와 즐겁게 노래하네 초록 연두 색연필로 나뭇가지 그리고 노랑 분홍 색연필로 정성 들여 칠하면 높은 넓은 들에 새싹들이 돋아나고 하르르 피어나는 살구꽃 진달래꽃 꽃다지 민들레꽃 수를 놓은 도화지에 노랑나비 날아와 즐겁게 춤을 추네
206,수건 돌리기,바람 솔솔 불어오는 산에 올라가 파란 하늘 노란 들판 내려다보며 잔디밭에 옹기종기 모여앉아서 수건돌리기를 해보자 손잡고 동그랗게 모이자 모두 모이자 랄랄라 누가누가 술래냐 가위 바위 빙글빙글 돌아간다 술래가 돈다 우리 모두 손뼉 치며 노래 부르자 파란 하늘 높이높이 올라가도록 소리 높여 노래 부르자 시냇물이 흘러가는 들판에 나가 하얀 구름 푸른 산을 바라다보며 모래밭에 옹기종기 모여 앉아서 수건돌리기를 해보자 손잡고 동그랗게 모이자 모두 모이자 랄랄라 누가누가 술래냐 가위 바위 빙글빙글 돌아간다 술래가 돈다 누구 뒤에 놓았는지 알려 주지 수철이가 붙잡혔다 노래 불러라 손뼉 치며 따라 부르자
207,속을 걸어요,속을 걸어요 산새들이 속삭이는 속을 걸어요 꽃향기가 그윽한 해님도 쉬었다 가는 다람쥐가 넘나드는 정다운 얼굴로 우리 모두 숲속을 걸어요 속을 걸어요 맑은 바람 솔바람 이는 속을 걸어요 도랑물이 노래하는 달님도 쉬었다 가는 산노루가 넘나드는 웃음 얼굴로 우리 모두 속을 걸어요
208,푸른 잔디,냄새 피어나는 잔디에 누워 새파란 하늘가 구름 보면 가슴이 저절로 부풀어 올라 즐거워 즐거워 노래 불러요 우리들 노랫소리 하늘에 퍼져 구름 두둥실 흘러가면은 모두 일어나 손을 흔들며 즐거워 즐거워 노래 불러요
209,구름,멀리 하늘에 구름이 간다 외양간 송아지 음메 음메 울적에 어머니 얼굴을 그리며 간다 고향을 부르면서 구름은 간다 멀리 하늘에 구름이 간다 뒤뜰에 봉선화 곱게 곱게 필적에 어릴 놀던 찾으러 간다 고향을 그리면서 구름은 간다
210,꽃동산,보셔요 꽃동산에 봄이 왔어요 나는 나는 우리 고장 제일 좋아요 오늘부터 동산 내가 맡았죠 주고 기르는 일꾼이야요
211,앞으로,앞으로 앞으로 앞으로 앞으로 지구는 둥그니까 자꾸 걸어나가면 세상 어린이를 만나고 오겠네 세상 어린이가 하하하하 웃으면 소리 들리겠네 달나라까지 앞으로 앞으로 앞으로 앞으로
212,기린이랑 사슴이랑,기린이랑 사슴이랑 숨바꼭질 재밌다 바위 뒤에 기린 들키고 나무 뒤에 사슴뿔 들키고
213,파란 하늘,파란 하늘 맑은 하늘 흰구름 둥실 떠가네 우리들도 날아보자 높게 높게 날아가보자 파란 하늘 맑은 하늘 흰구름 흘러간다 우리도 흘러가자 빨리빨리 달린다
